Knowing right Learning wrong What you're feeling is pressure Pulsate new blood I've seen things you've heard never before Bones aged in dust Buy your bite take the body Calm Shutting down You built me I knew it I'll never lie liar You fed me I chewed it I'll never lie liar I follow you covering me Spirits in pieces Crumbled and burnt,Happy
"Darlin' I don't know much. I know I love you so much. My life depends on your touch.  And my love is a river runnin' soul deep. Way down inside me it's a-soul deep. It's to big to hide and it can't be denighed. My love is a river runnin' soul de..ee..ee..ep.  I work myself to death for ya Just to show I adore ya. Nothing I wouldn't do for ya.  Cause my love is a river runnin' soul deep. Way down inside me it's a-soul deep. It's to big to hide and it can't be denighed. My love is a river runnin' soul de..ee..ee..ep.  All I ever ever hope to be Depends on your love for me. Baby believe me, if you should leave me I'd be nothing but an empty shell. I know darn well, I can tell now.  I don't know much. But I know I love you so much. My life depends on your touch.  And my love is a river runnin' soul deep. Way down inside me it's a-soul deep. It's to big to hide and it can't be denighed. My love is a river runnin' soul de..ee..ee..ep.  My love is a river runnin' soul deep. Way down inside me it's a-soul deep. My love is a river runnin' soul deep. Way down inside me it's a-soul deep...",Happy
"I've just erased it's been a while, I've got a world for sale And now I walk away from it, it's better done secret I never mouthed those words away, I wouldn't cause concern Die in a crossfire runaway none of this exists Someone is killing me  Turn him away, lay over there His limb is red, I have all clear Settle the wave I'm on my way Dreaming of red, memories are worst  I feel abrasive worn and tired, don't think I could win Take me to a place I adore and then seal me in I'm not the one I swear I'm not, no matter how I felt Die in a crossfire runaway, face the ash again Someone is killing me",Happy
"There's a pink world Comin' down Yeah there's a pink world And it's comin' down  In a quiet little village by the sea I hear the calling and it calls for you and me So leave your riches and your houses on the hills Cancel all your credit cards and settle up your bills Cause you won't need them anymore Close down the factories, blow up all the stores  Cause there's a pink world Comin' down Yeah there's a pink world And it's comin' down  Once I stood in Newyork City with a sign Sayin', the end is comin', friends repent while there's still time"" I will admit that no one really seemed to hear They would laugh and point their fingers at my sandals and my beard But now they'll listen when I say I have proof, cause I read it in the supermarket today  And there's a pink world Comin' down Yeah there's a pink world And it's comin' down  And it rolls like an avalanche And it will sweep you away Yes it rolls like an avalanche And it will carry us away  It's a pink world It's a pink world  And it rolls like an avalanche And it will sweep us away",Happy
"Lead Vocal by Greg  Well, these late night conversations Leave a strange taste, Like french cigarettes. And these coloured drinks That you keep on throwin' at me Just keep on reminding me I came to forget.  So now every night You insist on reminding me Of my lost possibilities And the stains on the wall. Well, I don't mean to complain But it hurts just the same. And now both of us know The leaves will fall on their own.  Just throw me a line That's all that I ask Well, it's sink or swim and I'm goin' fast I need love and it's you And I feel like William Holden floating in a pool.  Yea, you tell me Life is for living It's best in the giving But it's so hard to be free. Still I do my best But you refuse my gift And now all that we share Is a collection of tears.  Just throw me a line That's all that I ask Well, it's sink or swim and I'm going fast I need love and it's you And I feel like William Holden floating in a pool.  Produced by Terry Brown All songs written by Keelor/Cuddy All songs published by Thunderhawk Music (Socan). Copyright 1986, 1987 Blue Rodeo Productions. All rights reserved. Used with Permission.",Happy
"If you can imagine this, The whole world sharing one big kiss  These are thoughts all through my brain, That I daydream everyday that I'm alive and well Right now I'm alive, I'm feeling, [well] It's my live to live my way so I'll keep daydreamin' away And who knows maybe someday it will all come true, and I will get my way And we will live as one  Chours [I'm caught up in a dream] I'm gonna wish for it all No one's gonna tell me how No way this is my dream now [I'm caught up in what seems], simply impossiable I aint gonna change a thing No way, it's is my dream  And what can not will be done For every living thing under the sun Forget color, forget race, and just be one big happy face, Among this sea of people, live among Gods creatures Sharing love, that was sent down from above Here to share with one another Father, brother, sister, mother, everybody sharing love Sharing love..  (Chours)  This is my dream.... I close my eyes, and everything will be alright Here in my fantacy, livin' in harmony, will make my dream come alive Whoa yeah...  (Chours) (Chours)  Now if can imagine this, the whole world sharing one big kiss Take away the pain and hurt, Make like heaven here on earth Without reason to die and give it ever-lasting life to all",Happy
Day by day night after night.... Blinded by the neon lights Hurry here hustlin' there.... No one's got the time to spare Money's tight nothin' free.... Won't somebody come and rescue me I am stranded.... Caught in the crossfire Stranded.... Caught in the crossfire.  Tooth for tooth eye for an eye.... Sell your soul just to buy buy buy Beggin' a dollar stealin' a dime.... Come on can't you see that I I am stranded.... Caught in the crossfire I am stranded.... Caught in the crossfire.  I need some kind of kindness.... Some kind of sympathy oh no We're stranded.... Caught in the crossfire  Save the strong lose the weak.... Never turning the other cheek Trust nobody don't be no fool.... Whatever happened to the golden rule We got stranded.... Caught in the crossfire We got stranded.... Caught in the crossfire We got stranded.... Caught in the crossfire Stranded....Caught in the crossfire Help me,Happy
This is a song about severe emotional problems  I always believed that if I ran off to India Wore sandals and shaved my head Used Body Shop conditioner And incense like crazy I could call myself a spirit head  But I only went to India to look on top I wore sandals cos I'd smoked all my money And I shaved off all my hair cos I had the fleas I'd been sleeping all over And the Body Shop conditioner was a present from a friend And the incense used to hide the smell Of the drug den where I lay  And so I ask myself what my motives are For this lying need to look so free And if I tell myself real honestly  What more can I admit to Open up a door He said I'm gonna find out What I'm here for He said I'd find out soon I got too much Saturn And not enough Moon  I always believed that if I never missed a Yoga class Read my horoscope in the dailies And recycle bottles And know a Red Indian I could call myself a spirit man  But I was only doing Yoga cos I fancied the teacher And stars cos it looked good on paper And I only went to church cos my granny gave me money When confession was over And I only knew the Indian cos his brother's a dealer And bottles had a price on their return So I could go and play Oh my my  And so I ask myself what my motives are For this lying need to look so free And if I tell myself real honestly What more can I admit to open up a door He said I'm gonna find out what I'm here for He said I'd find out soon I got too much Saturn And not enough Moon  Yeah yeah yeah yeah  So now that you know why I don't love you Now that you see that I'm so scared Am I a good man Am I a deep deep man  What more can I admit to open up a door He said I'm gonna find out what I'm here for He said I'd find out soon I got too much Saturn  How can I admit it Open up a door He said I'm gonna find out what I'm here for He said I'd find out soon I got too much Saturn And not enough Moon,Happy
"When I look 'round, I only see outta one eye As the smoke surrounds my head, the sauna I hear the voices, but I can't make out their words Saying things, saying things that I got something sticking in my eye Got something sticking in my eye Got something sticking in my eye I feel unusual from thinking About the underground decay, God help me Kill beneath the camera, watch the world begin to cry It's not from pity, it comes from What's been sticking in my eye Got something sticking in my eye",Happy
"We're in the building where they make us grow And I'm frightened by the liquid engineers Like you  But my reality is sure to fail I could crawl around the floor just like I'm real Like you  The sound of metal I want to be you I should learn to be a man Like you  Plug me in and turn me on Oh everything is moving  I need my treatment it's tomorrow they send me Singing ""i am an american"" Do you?  Picture this if I shoud make the change I'd like to pull the wires from the wall Did you?  And who are you and how can I try Here inside I like the metal Don't you?  All I know is no one dies I'm still confusing love with need",Happy
"When you say it's dead &amp; gone I know you're wrong  Cut &amp; slash, sharpest knife It won't die  Poison cup, drank it up It won't die  No fire, no gun, no rope, no stone It won't die  Why you gotta shove it in my face As if you put me in my place Cause I DON'T CARE If you or me is wrong or right Ain't gonna spend another night, In your bed...  Laws of man, are just pretend They ain't mine  Love so good, love so bad It won't die  Some talk too long, they know it all I just smile &amp; move on  Words ain't free, like you &amp; me I d'ont mind...  Why'd you have to be so mean &amp; cruel, The dogs are loose i'm on to you You ball &amp; ... Chained together from the dawn to dusk, Can't call it leavin, cause it's just  I never came....",Sad
"Pharoahe monche:  Recognize me nigga... Look into my eyes, see raw visualizations of hate reincarnated In it's most unadulturated form I breed evil incarnate, solely for the purpose to mislead. What was once promising seeds are now destroyed and replaced with mischievious weeds of greed The purpose, inseminate these bitches Eliminate top rappers, throw their remains insides of ditches Niggas, political snitches, aide me which is The very reason I'm able to strike so vicious Here, take these keys that for years were not found Allowing all simeons to be freed that's locked down To return right back to the block Only to cop more smack rock from cops that act not in a manner for you to prosper You are ab-so-lete unless You can handle the ball during a full-court press When the weak emotion of love fails to bring hope Kneel to your master nigga, invoke the strongest emotion Known to mankind, hate! Awww, you are sadly mistaken if you think my aryan race Can be taken out by the likes of you apes, kikes Conservative nigga loving gooks, spooks, and dykes My spikes, bald headed white laces Braces the fact that I'm prepared for vicious acts of war White power! Hate!  Mike:  What we have hear is a situation where our government Is allowing these aliens to take over the country We can't allow this to happen! Turn your bibles to psalms 34: 21 ""evil shall slay the wicked, and they that hate the righteous Shall be desolate. "" you there! Young man in the back with your hand up  Prince poetry:  Who me?  Mike:  Speak  Prince poetry:  A fucking taxpayer who salutes to a confederate flag My chain and thoughts is on the rag Aryan ways learned from my grand-dad I'm on my toes around these monkeys and spics I thank God that I'm white, pure and don't mix We need to snatch up these niggas and fags, reissue 'em slave tags Regain job positions, remain in control of opposition Placed here to be the scum of the earth, serving us hand and foot I'll rape 'em enslave 'and trade 'em from birth Never to overlook the main crook who disperse shook Versions of the bible, sabotaging shit since christophers arrival Hate! Making them indian pay for survival Now life for ricans and coons is homicidal We neo-nazis seek nothing but world domination God's plan is for us to seek and destroy man's false creation It's exerted in the good book of revelations Set up to destroy spades and jews from hidden stations So my offspring's can end all this confusion for good No more smooching off of welfare for jiggaboos in the so-called hood Sickle cells increasing your death rate, you black bitch But I like the way you suck my wood Germ grenades now in the form of A. I. D. S. Were made to wipe you out But now them queers got that shit semi-reversed running about I'm off to college with a knapsack of sacrilegious artifacts Notes from the grand dragon, swastika, three grams, two gats with hate!",Happy
